word,fre,len,Level,Word_Entropy,Word_Pronunciation_Complexity,Word_Polarity,Word_Sense_Count,Word_Complexity,Word_Morphology_encoded,IDF,TF_IDF,Flesch_Reading_Ease,word_length,syllable_count,is_stopword,synonym_count,hypernym_count,hyponym_count,semantic_category,polarity,subjectivity,vowel_count,consonant_count,part_of_speech,word_numerical
urban,4,5,0,0.002532782,2,0.0,2,7,3811,8.787796878,1.0,36.62,5,2,0,2,0,0,1,0.0,0.0,2,3,2,4587
utter,4,5,0,0.002532782,2,0.0,6,7,3816,8.787796878,1.0,36.62,5,2,0,6,2,121,33,0.0,1.0,2,3,5,4593
vast,4,4,0,0.002532782,1,0.0,1,5,3831,8.787796878,1.0,121.22,4,1,0,1,0,0,0,0.0,1.0,1,3,5,4613
vivid,4,5,0,0.002532782,2,0.125,4,7,3877,8.787796878,1.0,121.22,5,2,0,4,0,0,0,0.125,0.75,2,3,5,4666
vowels,4,6,0,0.002532782,2,0.0,2,8,3888,8.787796878,1.0,36.62,6,2,0,2,2,5,10,0.0,0.0,2,4,7,4680
walking,4,7,0,0.002532782,2,0.0,12,9,3896,8.787796878,1.0,36.62,7,2,0,12,10,54,4,0.0,0.0,2,5,12,4691
wars,4,4,0,0.002532782,1,0.0,5,5,3902,8.787796878,1.0,121.22,4,1,0,5,5,14,4,0.0,0.0,1,3,7,4703
water,4,5,0,0.002532782,2,0.0,10,7,3910,8.787796878,1.0,36.62,5,2,0,10,13,46,27,0.0,0.0,2,3,5,4708
wife,4,4,0,0.002532782,1,0.0,1,5,3934,8.787796878,1.0,121.22,4,1,0,1,2,17,18,0.0,0.0,2,2,5,4737
folk,4,4,1,0.002532782,1,0.0,4,5,1421,8.787796878,1.0,121.22,4,1,0,4,4,16,14,0.0,0.0,1,3,5,1720
host,4,4,1,0.002532782,1,0.0,11,5,1728,8.787796878,1.0,121.22,4,1,0,11,11,17,18,0.0,0.0,1,3,5,2075
plan,4,4,1,0.002532782,1,0.0,7,5,2665,8.787796878,1.0,121.22,4,1,0,7,6,38,9,0.0,0.0,1,3,5,3183
ship,4,4,1,0.002532782,1,0.0,6,5,3250,8.787796878,1.0,121.22,4,1,0,6,6,34,6,0.0,0.0,1,3,5,3908
cigar,4,5,1,0.002532782,2,0.0,1,7,572,8.787796878,1.0,121.22,5,2,0,1,1,6,6,0.0,0.0,2,3,5,680
rapid,4,5,1,0.002532782,2,0.0,3,7,2895,8.787796878,1.0,121.22,5,2,0,3,1,0,17,0.0,0.0,2,3,2,3463
denied,4,6,1,0.002532782,2,0.0,7,8,937,8.787796878,1.0,36.62,6,2,0,7,6,5,33,0.0,0.0,3,3,11,1119
medium,4,6,1,0.002532782,3,0.0,13,9,2237,8.787796878,1.0,36.62,6,3,0,13,10,14,10,0.0,0.0,3,3,5,2677
satire,4,6,1,0.002532782,3,0.0,1,9,3143,8.787796878,1.0,121.22,6,3,0,1,1,0,10,0.0,0.0,3,3,5,3783
termed,4,6,1,0.002532782,1,0.0,1,7,3595,8.787796878,1.0,121.22,6,1,0,1,1,0,33,0.0,0.0,2,4,13,4335
comment,4,7,1,0.002532782,2,0.0,6,9,653,8.787796878,1.0,36.62,7,2,0,6,5,24,10,0.0,0.0,2,5,5,777
decades,4,7,1,0.002532782,2,0.0,2,9,893,8.787796878,1.0,121.22,7,2,0,2,2,23,28,0.0,0.0,3,4,7,1069
freedom,4,7,1,0.002532782,2,0.0,2,9,1468,8.787796878,1.0,36.62,7,2,0,2,2,15,26,0.0,0.0,3,4,5,1775
opposed,4,7,1,0.002532782,2,0.0,7,9,2489,8.787796878,1.0,36.62,7,2,0,7,6,10,33,0.0,0.0,3,4,13,2975
realise,4,7,1,0.002532782,3,0.0,6,10,2909,8.787796878,1.0,36.62,7,0,0,6,5,12,41,0.0,0.0,4,3,5,3480
reflect,4,7,1,0.002532782,2,0.0,7,9,2948,8.787796878,1.0,36.62,7,2,0,7,5,16,40,0.0,0.0,2,5,5,3538
scarlet,4,7,1,0.002532782,2,0.0,2,9,3163,8.787796878,1.0,36.62,7,2,0,2,1,0,7,0.0,0.0,2,5,5,3807
stifled,4,7,1,0.002532782,2,0.0,5,9,3428,8.787796878,1.0,36.62,7,2,0,5,3,2,36,0.0,0.0,2,5,13,4135
collapse,4,8,1,0.002532782,2,0.0,11,10,625,8.787796878,1.0,36.62,8,2,0,11,8,17,26,0.0,0.0,3,5,5,745
creative,4,8,1,0.002532782,3,0.5,2,11,816,8.787796878,1.0,36.62,8,3,0,2,0,0,0,0.5,1.0,4,4,2,981
isolated,4,8,1,0.002532782,4,0.0,10,12,1962,8.787796878,1.0,-47.99,8,4,0,10,4,7,31,0.0,0.0,4,4,2,2356
positive,4,8,1,0.002532782,3,0.227272727,13,11,2715,8.787796878,1.0,-47.99,8,3,0,13,3,0,10,0.227272727,0.545454545,4,4,2,3245
rational,4,8,1,0.002532782,3,0.0,5,11,2896,8.787796878,1.0,-47.99,8,3,0,5,1,1,23,0.0,0.0,4,4,2,3464
revealed,4,8,1,0.002532782,2,0.0,3,10,3062,8.787796878,1.0,36.62,8,2,0,3,3,15,40,0.0,0.0,4,4,11,3688
inherited,4,9,1,0.002532782,4,0.0,4,13,1869,8.787796878,1.0,-132.59,9,4,0,4,2,0,41,0.0,0.0,4,5,13,2242
activities,4,10,1,0.002532782,4,0.0,6,14,48,8.787796878,1.0,-132.59,10,4,0,6,6,181,4,0.0,0.0,5,5,7,58
assumption,4,10,1,0.002532782,3,0.0,7,13,255,8.787796878,1.0,-47.99,10,3,0,7,7,11,10,0.0,0.0,4,6,5,310
aspirations,4,11,1,0.002532782,4,0.0,4,15,242,8.787796878,1.0,-132.59,11,4,0,4,4,5,7,0.0,0.0,5,6,7,294
metaphysical,4,12,1,0.002532782,5,0.0,3,17,2260,8.787796878,1.0,-132.59,12,5,0,3,0,0,1,0.0,0.0,4,8,2,2705
significance,4,12,1,0.002532782,4,0.0,3,16,3271,8.787796878,1.0,-132.59,12,4,0,3,3,15,7,0.0,0.0,5,7,5,3937
approximately,4,13,1,0.002532782,5,-0.4,1,18,198,8.787796878,1.0,-217.19,13,5,0,1,0,0,2,-0.4,0.6,5,8,8,237
relationships,4,13,1,0.002532782,4,0.0,4,17,2974,8.787796878,1.0,-132.59,13,4,0,4,2,22,24,0.0,0.0,5,8,7,3570
mere,4,4,2,0.002532782,1,-0.5,3,5,2250,8.787796878,1.0,121.22,4,1,0,3,1,0,17,-0.5,0.5,2,2,8,2693
based,4,5,2,0.002532782,1,0.0,5,6,312,8.787796878,1.0,121.22,5,1,0,5,2,1,32,0.0,0.0,2,3,13,375
magic,4,5,2,0.002532782,2,0.5,3,7,2165,8.787796878,1.0,36.62,5,2,0,3,2,7,9,0.5,1.0,2,3,5,2594
energy,4,6,2,0.002532782,3,0.0,7,9,1180,8.787796878,1.0,-47.99,6,3,0,7,6,18,19,0.0,0.0,2,4,5,1423
tangible,4,8,2,0.002532782,3,0.0,4,11,3569,8.787796878,1.0,-47.99,8,3,0,4,0,0,0,0.0,0.0,3,5,2,4307
perspectives,4,12,2,0.002532782,3,0.0,2,15,2628,8.787796878,1.0,-47.99,12,3,0,2,2,8,9,0.0,0.0,4,8,7,3138
accept,3,6,0,0.002532782,2,0.0,11,8,24,8.787796878,1.0,36.62,6,2,0,11,8,23,32,0.0,0.0,2,4,5,26
accepted,3,8,0,0.002532782,3,0.0,12,11,24,8.787796878,1.0,-47.99,8,3,0,12,8,23,32,0.0,0.0,3,5,2,29
achieve,3,7,0,0.002532782,2,0.0,1,9,33,8.787796878,1.0,121.22,7,2,0,1,1,8,42,0.0,0.0,4,3,5,37
achievements,3,12,0,0.002532782,3,0.0,1,15,34,8.787796878,1.0,36.62,12,3,0,1,1,19,4,0.0,0.0,5,7,7,40
adult,3,5,0,0.002532782,2,0.1,4,7,70,8.787796878,1.0,121.22,5,2,0,4,2,28,18,0.1,0.3,2,3,5,86
adventure,3,9,0,0.002532782,3,0.0,3,12,76,8.787796878,1.0,-47.99,9,3,0,3,3,2,4,0.0,0.0,4,5,5,94
agent,3,5,0,0.002532782,2,0.0,6,7,98,8.787796878,1.0,121.22,5,2,0,6,6,73,17,0.0,0.0,2,3,5,120
alcohol,3,7,0,0.002532782,3,0.0,2,10,111,8.787796878,1.0,-47.99,7,3,0,2,3,31,13,0.0,0.0,3,4,5,134
analyse,3,7,0,0.002532782,4,0.0,4,11,145,8.787796878,1.0,-47.99,7,0,0,4,1,18,32,0.0,0.0,3,4,5,173
ancestor,3,8,0,0.002532782,3,0.0,1,11,150,8.787796878,1.0,-47.99,8,3,0,1,1,5,18,0.0,0.0,3,5,5,179
apartheid,3,9,0,0.002532782,3,0.0,1,12,175,8.787796878,1.0,121.22,9,3,0,1,1,0,10,0.0,0.0,4,5,5,208
appearance,3,10,0,0.002532782,3,0.0,6,13,184,8.787796878,1.0,-47.99,10,3,0,6,6,39,7,0.0,0.0,5,5,5,216
applied,3,7,0,0.002532782,2,0.0,11,9,188,8.787796878,1.0,36.62,7,2,0,11,7,38,35,0.0,0.0,3,4,13,222
argue,3,5,0,0.002532782,2,0.0,3,7,207,8.787796878,1.0,36.62,5,2,0,3,2,8,33,0.0,0.0,3,2,5,247
artist,3,6,0,0.002532782,2,0.0,1,8,230,8.787796878,1.0,121.22,6,2,0,1,1,23,18,0.0,0.0,2,4,5,277
asked,3,5,0,0.002532782,1,0.0,7,6,239,8.787796878,1.0,121.22,5,1,0,7,5,13,33,0.0,0.0,2,3,13,288
athlete,3,7,0,0.002532782,2,0.0,1,9,260,8.787796878,1.0,36.62,7,2,0,1,1,34,18,0.0,0.0,3,4,5,316
attitudes,3,9,0,0.002532782,3,0.0,4,12,270,8.787796878,1.0,-47.99,9,3,0,4,4,33,9,0.0,0.0,4,5,7,331
aunt,3,4,0,0.002532782,1,0.0,1,5,278,8.787796878,1.0,121.22,4,1,0,1,1,2,18,0.0,0.0,2,2,5,339
authors,3,7,0,0.002532782,2,0.0,3,9,281,8.787796878,1.0,36.62,7,2,0,3,3,38,18,0.0,0.0,3,4,7,345
average,3,7,0,0.002532782,3,-0.15,12,10,286,8.787796878,1.0,-47.99,7,3,0,12,6,6,9,-0.15,0.4,4,3,2,349
background,3,10,0,0.002532782,2,0.0,9,12,295,8.787796878,1.0,36.62,10,2,0,9,9,6,7,0.0,0.0,3,7,5,358
bamford,3,7,0,0.002532782,2,0.0,0,9,304,8.787796878,1.0,36.62,7,2,0,0,0,0,29,0.0,0.0,2,5,5,367
basically,3,9,0,0.002532782,3,0.0,1,12,314,8.787796878,1.0,-132.59,9,3,0,1,0,0,2,0.0,0.0,3,6,8,377
battle,3,6,0,0.002532782,2,0.0,4,8,320,8.787796878,1.0,36.62,6,2,0,4,4,20,4,0.0,0.0,2,4,5,383
beat,3,4,0,0.002532782,1,0.0,34,5,324,8.787796878,1.0,121.22,4,1,0,34,27,68,15,0.0,0.0,2,2,5,389
beauty,3,6,0,0.002532782,2,0.0,3,8,326,8.787796878,1.0,36.62,6,2,0,3,3,11,7,0.0,0.0,3,3,5,391
bees,3,4,0,0.002532782,1,0.0,15,5,329,8.787796878,1.0,121.22,4,1,0,15,6,197,5,0.0,0.0,2,2,7,395
belief,3,6,0,0.002532782,2,0.0,2,8,339,8.787796878,1.0,36.62,6,2,0,2,2,35,9,0.0,0.0,3,3,5,405
believes,3,8,0,0.002532782,2,0.0,7,10,339,8.787796878,1.0,36.62,8,2,0,7,7,48,9,0.0,0.0,4,4,14,409
bigger,3,6,0,0.002532782,2,0.0,14,8,357,8.38233177,1.0,36.62,6,2,0,14,0,0,0,0.0,0.5,2,4,3,429
birds,3,5,0,0.002532782,1,0.0,6,6,364,8.787796878,1.0,121.22,5,1,0,6,6,28,5,0.0,0.0,1,4,7,438
blacks,3,6,0,0.002532782,1,0.0,8,7,369,8.787796878,1.0,121.22,6,1,0,8,7,9,7,0.0,0.0,1,5,7,444
blocks,3,6,0,0.002532782,1,0.0,28,7,378,8.787796878,1.0,121.22,6,1,0,28,25,55,6,0.0,0.0,1,5,7,456
blood,3,5,0,0.002532782,1,0.0,6,6,379,8.787796878,1.0,121.22,5,1,0,6,6,12,8,0.0,0.0,2,3,5,457
bond,3,4,0,0.002532782,1,0.0,14,5,391,8.787796878,1.0,121.22,4,1,0,14,13,31,19,0.0,0.0,1,3,5,469
bottoms,3,7,0,0.002532782,2,0.0,10,9,399,8.787796878,1.0,36.62,7,2,0,10,10,12,15,0.0,0.0,2,5,7,480
breathing,3,9,0,0.002532782,2,0.0,11,11,416,8.787796878,1.0,36.62,9,2,0,11,9,28,4,0.0,0.0,3,6,5,500
bring,3,5,0,0.002532782,1,0.0,11,6,424,8.787796878,1.0,121.22,5,1,0,11,6,15,39,0.0,0.0,1,4,5,508
brings,3,6,0,0.002532782,1,0.0,11,7,424,8.787796878,1.0,121.22,6,1,0,11,6,15,39,0.0,0.0,1,5,7,510
buffalo,3,7,0,0.002532782,3,0.0,5,10,436,8.787796878,1.0,-47.99,7,3,0,5,4,4,5,0.0,0.0,3,4,5,522
build,3,5,0,0.002532782,1,0.0,12,6,437,8.787796878,1.0,121.22,5,1,0,12,11,20,7,0.0,0.0,2,3,5,523
building,3,8,0,0.002532782,2,0.0,14,10,438,8.787796878,1.0,36.62,8,2,0,14,13,74,6,0.0,0.0,3,5,5,524
built,3,5,0,0.002532782,1,0.0,11,6,437,8.38233177,1.0,121.22,5,1,0,11,9,12,37,0.0,0.0,2,3,5,526
burden,3,6,0,0.002532782,2,0.0,6,8,442,8.787796878,1.0,36.62,6,2,0,6,6,17,9,0.0,0.0,2,4,5,530
capable,3,7,0,0.002532782,3,0.2,5,10,477,8.787796878,1.0,-47.99,7,3,0,5,0,0,0,0.2,0.4,3,4,2,566
care,3,4,0,0.002532782,1,0.0,11,5,484,8.787796878,1.0,121.22,4,1,0,11,11,50,4,0.0,0.0,2,2,5,574
careful,3,7,0,0.002532782,2,-0.1,5,9,486,8.787796878,1.0,36.62,7,2,0,5,0,0,0,-0.1,1.0,3,4,5,576
category,3,8,0,0.002532782,4,0.0,2,12,507,8.787796878,1.0,-132.59,8,4,0,2,2,15,14,0.0,0.0,3,5,5,601
caused,3,6,0,0.002532782,1,0.0,2,7,511,8.787796878,1.0,121.22,6,1,0,2,1,20,37,0.0,0.0,3,3,13,607
centres,3,7,0,0.002532782,2,0.0,11,9,524,8.787796878,1.0,36.62,7,2,0,11,10,54,15,0.0,0.0,2,5,7,621
challenge,3,9,0,0.002532782,2,0.0,9,11,531,8.787796878,1.0,36.62,9,2,0,9,9,22,26,0.0,0.0,3,6,5,630
changing,3,8,0,0.002532782,2,0.0,11,10,533,8.787796878,1.0,36.62,8,2,0,11,5,627,31,0.0,0.0,2,6,12,635
civilization,3,12,0,0.002532782,5,0.0,4,17,585,8.787796878,1.0,-132.59,12,5,0,4,3,8,14,0.0,0.0,6,6,5,696
civilized,3,9,0,0.002532782,3,0.4,4,12,586,8.787796878,1.0,-47.99,9,3,0,4,2,1,42,0.4,0.9,4,5,13,697
classes,3,7,0,0.002532782,2,0.0,9,9,591,8.787796878,1.0,36.62,7,2,0,9,8,220,14,0.0,0.0,2,5,7,707
closed,3,6,0,0.002532782,1,-0.1,26,7,603,8.787796878,1.0,121.22,6,1,0,26,12,12,36,-0.1,0.1,2,4,11,721
cold,3,4,0,0.002532782,1,-0.6,16,5,623,8.787796878,1.0,121.22,4,1,0,16,5,5,26,-0.6,1.0,1,3,5,743
college,3,7,0,0.002532782,2,0.0,3,9,629,8.787796878,1.0,36.62,7,2,0,3,3,3,14,0.0,0.0,3,4,5,749
compared,3,8,0,0.002532782,2,0.0,4,10,670,8.787796878,1.0,36.62,8,2,0,4,4,3,32,0.0,0.0,3,5,13,799
complexity,3,10,0,0.002532782,4,0.0,1,14,683,8.787796878,1.0,-132.59,10,4,0,1,1,4,7,0.0,0.0,3,7,5,812
comprehensible,3,14,0,0.002532782,5,0.4,1,19,687,8.787796878,1.0,-217.19,14,5,0,1,0,0,0,0.4,0.7,5,9,2,816
concept,3,7,0,0.002532782,2,0.0,1,9,693,8.787796878,1.0,36.62,7,2,0,1,1,15,9,0.0,0.0,2,5,5,823
conditions,3,10,0,0.002532782,3,0.0,16,13,702,8.787796878,1.0,-47.99,10,3,0,16,14,145,26,0.0,0.0,4,6,7,835
conflict,3,8,0,0.002532782,2,0.0,9,10,710,8.787796878,1.0,36.62,8,2,0,9,9,23,4,0.0,0.0,2,6,5,843
constant,3,8,0,0.002532782,2,0.0,5,10,736,8.787796878,1.0,36.62,8,2,0,5,2,12,9,0.0,0.333333333,2,6,2,875
constitute,3,10,0,0.002532782,3,0.0,4,13,739,8.787796878,1.0,-47.99,10,3,0,4,3,13,43,0.0,0.0,4,6,5,878
construction,3,12,0,0.002532782,3,0.0,7,15,744,8.787796878,1.0,-47.99,12,3,0,7,7,83,4,0.0,0.0,4,8,5,885
continuous,3,10,0,0.002532782,4,0.0,2,14,758,8.787796878,1.0,-132.59,10,4,0,2,0,0,0,0.0,0.0,5,5,2,902
contribute,3,10,0,0.002532782,3,0.0,4,13,769,8.787796878,1.0,-47.99,10,3,0,4,4,5,41,0.0,0.0,4,6,5,916
cottages,3,8,0,0.002532782,3,0.0,1,11,794,8.787796878,1.0,36.62,8,3,0,1,1,0,6,0.0,0.0,3,5,7,950
court,3,5,0,0.002532782,1,0.0,14,6,805,8.787796878,1.0,121.22,5,1,0,14,11,44,14,0.0,0.0,2,3,5,965
cultures,3,8,0,0.002532782,2,0.0,8,10,848,8.787796878,1.0,36.62,8,2,0,8,8,19,14,0.0,0.0,3,5,7,1017
danger,3,6,0,0.002532782,2,0.0,4,8,867,8.787796878,1.0,36.62,6,2,0,4,4,11,26,0.0,0.0,2,4,5,1038
daniel,3,6,0,0.002532782,2,0.0,3,8,868,8.787796878,1.0,121.22,6,2,0,3,1,0,18,0.0,0.0,3,3,5,1039
decline,3,7,0,0.002532782,2,0.0,11,9,900,8.787796878,1.0,36.62,7,2,0,11,9,36,22,0.0,0.0,3,4,5,1077
demands,3,7,0,0.002532782,2,0.0,11,9,930,8.787796878,1.0,36.62,7,2,0,11,8,26,10,0.0,0.0,2,5,7,1111
descriptions,3,12,0,0.002532782,3,0.0,3,15,954,8.787796878,1.0,-47.99,12,3,0,3,3,7,10,0.0,0.0,4,8,7,1143
designed,3,8,0,0.002532782,2,0.0,8,10,956,8.787796878,1.0,36.62,8,2,0,8,5,8,37,0.0,0.0,3,5,13,1146
differed,3,8,0,0.002532782,2,0.0,2,10,987,8.787796878,1.0,36.62,8,2,0,2,0,6,43,0.0,0.0,3,5,13,1187
dimmesdale,3,10,0,0.002532782,4,0.0,0,14,995,8.787796878,1.0,36.62,10,0,0,0,0,0,29,0.0,0.0,4,6,5,1199
direct,3,6,0,0.002532782,2,0.1,24,8,997,8.787796878,1.0,36.62,6,2,0,24,12,48,33,0.1,0.4,2,4,2,1201
discussion,3,10,0,0.002532782,3,0.0,2,13,1016,8.787796878,1.0,-47.99,10,3,0,2,2,12,10,0.0,0.0,4,6,5,1228
distinctive,3,11,0,0.002532782,3,0.0,2,14,1038,8.787796878,1.0,-47.99,11,3,0,2,0,0,0,0.0,0.0,4,7,5,1253
diversity,3,9,0,0.002532782,4,0.0,2,13,1047,8.787796878,1.0,-132.59,9,4,0,2,2,1,7,0.0,0.0,3,6,5,1265
dominated,3,9,0,0.002532782,4,0.0,7,13,1059,8.787796878,1.0,-132.59,9,4,0,7,4,8,43,0.0,0.0,4,5,13,1279
door,3,4,0,0.002532782,1,0.0,5,5,1063,8.787796878,1.0,121.22,4,1,0,5,5,14,6,0.0,0.0,2,2,5,1284
drawn,3,5,0,0.002532782,1,0.0,38,6,1071,8.787796878,1.0,121.22,5,1,0,38,29,62,36,0.0,0.0,1,4,5,1296
draws,3,5,0,0.002532782,1,0.0,45,6,1071,8.787796878,1.0,121.22,5,1,0,45,38,65,17,0.0,0.0,1,4,7,1297
duty,3,4,0,0.002532782,2,0.0,3,6,1089,8.787796878,1.0,36.62,4,2,0,3,3,25,4,0.0,0.0,1,3,5,1317
easy,3,4,0,0.002532782,2,0.433333333,15,6,1107,8.787796878,1.0,121.22,4,2,0,15,0,0,0,0.433333333,0.833333333,2,2,2,1336
educated,3,8,0,0.002532782,4,0.0,5,12,1117,8.787796878,1.0,-132.59,8,4,0,5,3,9,42,0.0,0.0,4,4,13,1346
emerging,3,8,0,0.002532782,3,0.0,7,11,1148,8.787796878,1.0,36.62,8,3,0,7,3,10,31,0.0,0.0,3,5,12,1382
emotions,3,8,0,0.002532782,3,0.0,1,11,1152,8.787796878,1.0,36.62,8,3,0,1,1,9,12,0.0,0.0,4,4,7,1387
enclosure,3,9,0,0.002532782,3,0.0,4,12,1168,8.787796878,1.0,-47.99,9,3,0,4,4,21,6,0.0,0.0,4,5,5,1404
engage,3,6,0,0.002532782,2,0.0,10,8,1181,8.787796878,1.0,36.62,6,2,0,10,9,18,42,0.0,0.0,3,3,5,1424
entered,3,7,0,0.002532782,2,0.0,9,9,1196,8.787796878,1.0,36.62,7,2,0,9,7,50,39,0.0,0.0,3,4,13,1446
essay,3,5,0,0.002532782,2,0.0,4,7,1227,8.787796878,1.0,36.62,5,2,0,4,4,15,10,0.0,0.0,2,3,5,1479
eventually,3,10,0,0.002532782,5,0.0,1,15,1246,8.787796878,1.0,-132.59,10,5,0,1,0,0,2,0.0,0.0,4,6,8,1503
evolution,3,9,0,0.002532782,4,0.0,2,13,1253,8.787796878,1.0,-47.99,9,4,0,2,2,10,22,0.0,0.0,5,4,5,1513
examine,3,7,0,0.002532782,3,0.0,5,10,1259,8.787796878,1.0,-47.99,7,3,0,5,3,38,32,0.0,0.0,4,3,5,1521
exercise,3,8,0,0.002532782,3,0.0,10,11,1270,8.787796878,1.0,-47.99,8,3,0,10,8,39,4,0.0,0.0,4,4,5,1534
existing,3,8,0,0.002532782,3,0.0,5,11,1277,8.787796878,1.0,-47.99,8,3,0,5,0,13,43,0.0,0.0,3,5,12,1545
experiment,3,10,0,0.002532782,4,0.0,5,14,1287,8.787796878,1.0,-132.59,10,4,0,5,4,6,4,0.0,0.0,4,6,5,1558
explore,3,7,0,0.002532782,2,0.0,4,9,1297,8.787796878,1.0,36.62,7,2,0,4,3,10,32,0.0,0.0,3,4,5,1572
expressing,3,10,0,0.002532782,3,0.0,7,13,1300,8.787796878,1.0,-47.99,10,3,0,7,6,35,33,0.0,0.0,3,7,12,1580
factors,3,7,0,0.002532782,2,0.0,10,9,1325,8.787796878,1.0,36.62,7,2,0,10,10,44,11,0.0,0.0,2,5,7,1610
facts,3,5,0,0.002532782,1,0.0,4,6,1324,8.787796878,1.0,121.22,5,1,0,4,4,12,9,0.0,0.0,1,4,7,1612
failed,3,6,0,0.002532782,1,-0.5,11,7,1328,8.787796878,1.0,121.22,6,1,0,11,4,18,42,-0.5,0.3,3,3,11,1614
fails,3,5,0,0.002532782,1,-0.5,11,6,1328,8.787796878,1.0,121.22,5,1,0,11,4,18,42,-0.5,0.3,2,3,7,1615
falls,3,5,0,0.002532782,1,0.0,46,6,1335,8.787796878,1.0,121.22,5,1,0,46,35,67,20,0.0,0.0,1,4,7,1624
fast,3,4,0,0.002532782,1,0.2,15,5,1351,8.787796878,1.0,121.22,4,1,0,15,2,5,4,0.2,0.6,1,3,5,1643
fault,3,5,0,0.002532782,1,0.0,8,6,1355,8.787796878,1.0,121.22,5,1,0,8,8,20,4,0.0,0.0,2,3,5,1647
feeling,3,7,0,0.002532782,2,0.0,19,9,1365,8.787796878,1.0,36.62,7,2,0,19,15,75,3,0.0,0.0,3,4,12,1660
feet,3,4,0,0.002532782,1,0.0,11,5,1428,8.787796878,1.0,121.22,4,1,0,11,10,20,8,0.0,0.0,2,2,7,1663
figures,3,7,0,0.002532782,2,0.0,18,9,1388,8.787796878,1.0,36.62,7,2,0,18,18,93,10,0.0,0.0,3,4,7,1685
force,3,5,0,0.002532782,1,0.0,19,6,1431,8.787796878,1.0,121.22,5,1,0,19,16,110,7,0.0,0.0,2,3,5,1730
foreign,3,7,0,0.002532782,2,-0.125,4,9,1436,8.787796878,1.0,36.62,7,2,0,4,0,0,0,-0.125,0.125,3,4,2,1737
formation,3,9,0,0.002532782,3,0.0,7,12,1445,8.787796878,1.0,-47.99,9,3,0,7,7,55,14,0.0,0.0,4,5,5,1746
framework,3,9,0,0.002532782,2,0.0,3,11,1459,8.787796878,1.0,36.62,9,2,0,3,3,48,9,0.0,0.0,3,6,5,1766
friction,3,8,0,0.002532782,2,0.0,3,10,1477,8.787796878,1.0,36.62,8,2,0,3,3,3,26,0.0,0.0,3,5,5,1784
frog,3,4,0,0.002532782,1,0.0,4,5,1482,8.787796878,1.0,121.22,4,1,0,4,4,19,5,0.0,0.0,1,3,5,1790
future,3,6,0,0.002532782,2,0.0,7,8,1503,8.787796878,1.0,36.62,6,2,0,7,3,8,28,0.0,0.125,3,3,5,1813
gains,3,5,0,0.002532782,1,0.0,13,6,1505,8.787796878,1.0,121.22,5,1,0,13,9,36,23,0.0,0.0,2,3,7,1817
galvanism,3,9,0,0.002532782,3,0.0,2,12,1506,8.787796878,1.0,36.62,9,0,0,2,2,1,19,0.0,0.0,3,6,5,1818
general,3,7,0,0.002532782,3,0.05,10,10,1515,8.787796878,1.0,-47.99,7,3,0,10,4,1,18,0.05,0.5,3,4,2,1830
godwin,3,6,0,0.002532782,2,0.0,0,8,1558,8.787796878,1.0,36.62,6,2,0,0,0,0,29,0.0,0.0,2,4,5,1880
gold,3,4,0,0.002532782,1,0.0,7,5,1562,8.787796878,1.0,121.22,4,1,0,7,5,4,21,0.0,0.0,1,3,5,1884
governor,3,8,0,0.002532782,3,0.0,2,11,1572,8.787796878,1.0,-47.99,8,3,0,2,2,10,18,0.0,0.0,3,5,5,1895
gradually,3,9,0,0.002532782,4,0.0,1,13,1575,8.787796878,1.0,-132.59,9,4,0,1,0,0,2,0.0,0.0,3,6,8,1898
greatest,3,8,0,0.002532782,2,1.0,7,10,1593,8.787796878,1.0,36.62,8,2,0,7,0,0,0,1.0,1.0,3,5,4,1918
grew,3,4,0,0.002532782,1,0.0,10,5,1605,8.787796878,1.0,121.22,4,1,0,10,6,58,31,0.0,0.0,1,3,11,1926
grows,3,5,0,0.002532782,1,0.0,10,6,1605,8.787796878,1.0,121.22,5,1,0,10,6,58,31,0.0,0.0,1,4,7,1935
growth,3,6,0,0.002532782,1,0.0,7,7,1607,8.787796878,1.0,121.22,6,1,0,7,7,53,22,0.0,0.0,1,5,5,1936
guest,3,5,0,0.002532782,1,0.0,4,6,1611,8.787796878,1.0,121.22,5,1,0,4,3,5,18,0.0,0.0,2,3,5,1940
happened,3,8,0,0.002532782,2,0.0,5,10,1637,8.787796878,1.0,36.62,8,2,0,5,2,27,31,0.0,0.0,3,5,11,1970
headed,3,6,0,0.002532782,2,0.0,13,8,1656,8.787796878,1.0,36.62,6,2,0,13,9,21,39,0.0,0.0,3,3,13,1992
heart,3,5,0,0.002532782,1,0.0,10,6,1661,8.787796878,1.0,121.22,5,1,0,10,10,21,9,0.0,0.0,2,3,5,2000
high,3,4,0,0.002532782,1,0.16,18,5,1689,8.787796878,1.0,121.22,4,1,0,18,6,1,7,0.16,0.54,1,3,2,2031
hindi,3,5,0,0.002532782,2,0.0,2,7,1694,8.787796878,1.0,36.62,5,2,0,2,1,1,10,0.0,0.0,2,3,5,2037
humans,3,6,0,0.002532782,2,0.0,2,8,1742,8.787796878,1.0,36.62,6,2,0,2,3,7,5,0.0,0.0,2,4,7,2091
ideals,3,6,0,0.002532782,2,0.0,2,8,1755,8.787796878,1.0,121.22,6,2,0,2,2,8,9,0.0,0.0,3,3,7,2108
